Source,Target,Weight
banoffee cocktail,butterscotch liqueur,0.760815
banoffee cocktail,giffard banane du brésil liqueur,0.760815
banoffee cocktail,maple syrup,0.5
banoffee cocktail,milk,0.50721
banoffee cocktail,single cream / half-and-half,0.50721
banshee,giffard banane du brésil liqueur,0.50721
banshee,dutch cacao white crème de cacao,0.50721
banshee,single cream / half-and-half,0.50721
barbara,ketel one vodka,1.52163
barbara,dutch cacao white crème de cacao,0.760815
barbara,single cream / half-and-half,0.760815
barbara,milk,0.760815
barbara west,rutte dry gin,2.02884
barbara west,amontillado sherry,1.01442
barbara west,lemon juice,0.50721
barbara west,sugar syrup,0.253605
barbara west,angostura aromatic bitters,0.5
barbary coast highball,bourbon whiskey,1.01442
barbary coast highball,rutte dry gin,1.01442
barbary coast highball,de kuyper brown crème de cacao,1.01442
barbary coast highball,single cream / half-and-half,1.01442
barbary coast highball,thomas henry soda water,1
barbary coast,dewar's 12 year old scotch whisky,1.01442
barbary coast,rutte dry gin,0.50721
barbary coast,dutch cacao white crème de cacao,0.760815
barbary coast,single cream / half-and-half,0.760815
barnacle bill,yellow chartreuse liqueur,0.50721
barnacle bill,giffard parfait amour liqueur,0.50721
barnacle bill,pernod anise,0.50721
barnacle bill,chilled water,0.50721
barnamint,irish cream liqueur,2.02884
barnamint,giffard peppermint pastille crème de menthe,1.52163
barnamint,single cream / half-and-half,1.01442
barnamint,milk,1.01442
barnamint,vanilla ice-cream,1
barnamint,oreo cookies,1.2
barnum (was right),rutte dry gin,2.02884
barnum (was right),de kuyper apricot brandy liqueur,1.01442
barnum (was right),lemon juice,0.50721
barnum (was right),angostura aromatic bitters,0.5
barnum (was right),chilled water,0.50721
bartender's martini,rutte dry gin,1.01442
bartender's martini,fino sherry,1.01442
bartender's martini,dubonnet red,1.01442
bartender's martini,martini extra dry vermouth,1.01442
bartender's martini,grand marnier or other cognac orange liqueur,0.50721
bartender's root beer,galliano l'autentico liqueur,1.01442
bartender's root beer,coffee liqueur,1.01442
bartender's root beer,lime juice,0.253605
bartender's root beer,cola,1
basil & honey daiquiri,honey,1
basil & honey daiquiri,lime juice,0.50721
basil & honey daiquiri,bacardi carta blanca light rum,1.6907
basil & honey daiquiri,basil leaves,0.7
basil beauty,passion fruit,1.41
basil beauty,basil leaves,0.3
basil beauty,ketel one citroen vodka,2.02884
basil beauty,pineapple juice,2.02884
basil beauty,lime juice,0.253605
basil beauty,coconut sugar syrup,0.50721
basil bramble sling,basil leaves,0.7
basil bramble sling,rutte dry gin,2.02884
basil bramble sling,lemon juice,1.52163
basil bramble sling,sugar syrup,0.50721
basil bramble sling,giffard crème de mûre liqueur,0.50721
basil grande,small ripe strawberries,0.8
basil grande,basil leaves,0.4
basil grande,ketel one vodka,0.760815
basil grande,giffard framboise de ronce,0.760815
basil grande,grand marnier or other cognac orange liqueur,0.760815
basil grande,cranberry juice,1.52163
basil mary,basil leaves,0.7
basil mary,pepper flavoured vodka,2.02884
basil mary,tomato juice,4.05768
basil mary,hot pepper sauce,0.5
basil mary,tawny port,0.50721
basil mary,worcestershire sauce,1
basil mary,horseradish sauce,0.25
basil mary,celery salt,0.0334
basil mary,black pepper,0.2
basil mary,lemon juice,0.50721
basilico,basil leaves,0.7
basilico,ketel one vodka,2.02884
basilico,pallini limoncello liqueur,0.50721
basilico,lemon juice,0.50721
basilico,sugar syrup,0.50721
batida de coco,novo fogo silver cachaça,2.02884
batida de coco,cream of coconut,2.02884
batida de coco,condensed milk,1.01442
bay breeze,ketel one vodka,1.6907
bay breeze,cranberry juice,2.70512
bay breeze,pineapple juice,1.18349
bazooka,southern usa-style liqueur 40%,0.760815
bazooka,giffard banane du brésil liqueur,0.50721
bazooka,giffard grenadine syrup,0.16907
bazooka,single cream / half-and-half,0.253605
bazooka joe,de kuyper blue curaçao,0.50721
bazooka joe,giffard banane du brésil liqueur,0.50721
bazooka joe,irish cream liqueur,0.50721
bbc,rémy martin 1738 cognac,1.01442
bbc,bénédictine d.o.m.,1.01442
bbc,single cream / half-and-half,1.01442
be-ton,becherovka liqueur,2.02884
be-ton,thomas henry tonic water,1
beach blonde,banana,2.25
beach blonde,warninks advocaat liqueur,2.02884
beach blonde,white overproof rum,0.67628
beach blonde,orange juice,2.02884
beach iced tea,bacardi carta blanca light rum,0.50721
beach iced tea,rutte dry gin,0.50721
beach iced tea,ketel one vodka,0.50721
beach iced tea,patrón reposado tequila,0.50721
beach iced tea,de kuyper triple sec,0.50721
beach iced tea,lemon juice,1.01442
beach iced tea,sugar syrup,0.50721
beach iced tea,cranberry juice,3.04326
beachcomber,bacardi carta blanca light rum,1.52163
beachcomber,de kuyper triple sec,0.760815
beachcomber,lime juice,0.50721
beachcomber,luxardo maraschino liqueur,0.16907
beachcomber,sugar syrup,0.084535
beam-me-up scotty,coffee liqueur,0.50721
beam-me-up scotty,giffard banane du brésil liqueur,0.50721
beam-me-up scotty,irish cream liqueur,0.50721
bebbo cocktail,honey,1
bebbo cocktail,lemon juice,0.760815
bebbo cocktail,rutte dry gin,1.52163
bebbo cocktail,blood orange juice,0.50721
bee sting,straight rye whiskey,0.84535
bee sting,patrón reposado tequila,0.84535
bee sting,apple juice,1.52163
bee sting,honey syrup,0.253605
bee sting,thomas henry ginger ale,1.6907
bee's knees (with rum & cream),bacardi carta blanca light rum,1.268025
bee's knees (with rum & cream),navy rum,1.268025
bee's knees (with rum & cream),honey,1
bee's knees (with rum & cream),orange juice,1.01442
bee's knees (with rum & cream),milk,0.50721
bee's knees (with rum & cream),single cream / half-and-half,0.50721
bee's tease,rutte dry gin,1.52163
bee's tease,honey syrup,0.50721
bee's tease,lemon juice,0.50721
bee's tease,lapsang souchong tea,1.01442
beetle jeuse,mint leaves,0.7
beetle jeuse,green chartreuse liqueur,1.01442
beetle jeuse,bison grass vodka,1.01442
beetle jeuse,apple juice,3.55047
beetle jeuse,passion fruit syrup,0.253605
behemoth,bourbon whiskey,0.84535
behemoth,martini rosso sweet vermouth,0.84535
behemoth,straight rye whiskey,0.67628
behemoth,dutch cacao white crème de cacao,0.67628
behemoth,lemon juice,0.33814
behemoth,maple syrup,0.33814
behemoth,pasteurised egg white,0.50721
behemoth,peychaud's or other creole-style bitters,0.5
beja flor cocktail,novo fogo silver cachaça,1.35256
beja flor cocktail,de kuyper triple sec,0.67628
beja flor cocktail,giffard banane du brésil liqueur,0.67628
beja flor cocktail,lemon juice,0.33814
bella donna daiquiri,dark/black/blackstrap rum,1.52163
bella donna daiquiri,disaronno amaretto,1.52163
bella donna daiquiri,lemon juice,0.50721
bella donna daiquiri,sugar syrup,0.16907
bellini (difford's recipe),peach purée,2.02884
bellini (difford's recipe),peachtree peach schnapps,0.33814
bellini (difford's recipe),lemon juice,0.253605
bellini (difford's recipe),prosecco sparkling wine,2.02884
bellini-tini,ketel one vodka,1.6907
bellini-tini,peachtree peach schnapps,0.422675
bellini-tini,peach purée,1.6907
bellini-tini,peach bitters,0.75
bellissimo,hazelnut liqueur,1.01442
bellissimo,italian red bitter liqueur,1.01442
bellissimo,pallini limoncello liqueur,1.01442
bellissimo,lemon juice,0.50721
bentley,avallen calvados,1.52163
bentley,dubonnet red,1.52163
bentley,peychaud's or other creole-style bitters,0.5
berry caipirinha,lime,0.75
berry caipirinha,white caster sugar,1.5
berry caipirinha,raspberries,0.6
berry caipirinha,blackberries,0.4
berry caipirinha,blueberries,0.6
berry caipirinha,small ripe strawberries,0.2
berry caipirinha,novo fogo silver cachaça,2.02884
berry nice,blackberries,0.8
berry nice,ketel one vodka,2.02884
berry nice,giffard framboise de ronce,0.253605
berry nice,lemon juice,0.50721
berry nice,thomas henry ginger beer,4.05768
bessie & jessie,dewar's 12 year old scotch whisky,1.52163
bessie & jessie,warninks advocaat liqueur,1.52163
bessie & jessie,milk,2.53605
between the sheets,bacardi carta blanca light rum,0.760815
between the sheets,rémy martin 1738 cognac,0.760815
between the sheets,de kuyper triple sec,0.760815
between the sheets,lemon juice,0.253605
between the sheets,sugar syrup,0.084535
beverly hills iced tea,rutte dry gin,0.760815
beverly hills iced tea,ketel one vodka,0.760815
beverly hills iced tea,de kuyper triple sec,1.01442
beverly hills iced tea,lime juice,0.50721
beverly hills iced tea,sugar syrup,0.50721
beverly hills iced tea,brut champagne,1
biarritz,rémy martin 1738 cognac,2.02884
biarritz,grand marnier or other cognac orange liqueur,1.01442
biarritz,lemon juice,0.760815
biarritz,angostura aromatic bitters,0.75
biarritz,pasteurised egg white,0.50721
big apple martini,ketel one vodka,2.53605
big apple martini,apple schnapps liqueur,1.01442
big apple martini,sour apple liqueur,1.01442
the big easy,de kuyper triple sec,0.760815
the big easy,southern usa-style liqueur 40%,1.775235
the big easy,orange juice,2.02884
the big easy,thomas henry ginger ale,1
bikini martini,rutte dry gin,2.02884
bikini martini,de kuyper blue curaçao,0.760815
bikini martini,peachtree peach schnapps,0.253605
bikini martini,lemon juice,0.253605
bikini martini,chilled water,0.33814
bingo,ketel one vodka,1.01442
bingo,grand marnier or other cognac orange liqueur,1.01442
bingo,de kuyper apricot brandy liqueur,1.01442
bingo,lemon juice,0.50721
bingo,thomas henry soda water,1
bird of paradise,patrón reposado tequila,1.268025
bird of paradise,dutch cacao white crème de cacao,0.760815
bird of paradise,disaronno amaretto,0.50721
bird of paradise,single cream / half-and-half,1.52163
bishop,clove,0.7
bishop,honey,1
bishop,boiling water,3.04326
bishop,tawny port,2.53605
bishop,orange juice,1.01442
bit-o-honey,butterscotch liqueur,0.760815
bit-o-honey,irish cream liqueur,0.760815
bitter elder,rutte dry gin,2.02884
bitter elder,st-germain elderflower liqueur,1.01442
bitter elder,apple juice,2.02884
bitter elder,lemon juice,0.760815
bitter elder,angostura aromatic bitters,0.75
bittersweet symphony,ketel one vodka,0.50721
bittersweet symphony,de kuyper triple sec,1.01442
bittersweet symphony,de kuyper apricot brandy liqueur,1.01442
bittersweet symphony,lime juice,0.50721
bittersweet symphony,grapefruit juice,1.52163
bitterest pill,passion fruit syrup,0.50721
bitterest pill,italian red bitter liqueur,0.50721
bitterest pill,ketel one vodka,0.50721
black & tan,pale ale,8
black & tan,stout beer,8
black & white daiquiri,blackberries,1
black & white daiquiri,coconut rum liqueur,1.52163
black & white daiquiri,bacardi carta blanca light rum,0.760815
black & white daiquiri,giffard crème de mûre liqueur,0.50721
black & white daiquiri,lime juice,0.50721
black & white daiquiri,sugar syrup,0.16907
blackbeard,bacardi carta blanca light rum,2.02884
blackbeard,stout beer,8
blackbeard,cola,1
black bison martini,rutte dry gin,2.02884
black bison martini,apple schnapps liqueur,0.50721
black bison martini,apple juice,1.52163
black bison martini,martini extra dry vermouth,0.253605
black dream,black sambuca liqueur,0.50721
black dream,irish cream liqueur,0.50721
black forest gateau,ketel one vodka,2.02884
black forest gateau,giffard framboise de ronce,0.760815
black forest gateau,giffard fraise des bois,0.760815
black forest gateau,giffard noir de bourgogne cassis,0.253605
black forest gateau,single cream / half-and-half,0.760815
black irish,ketel one vodka,1.01442
black irish,irish cream liqueur,1.01442
black irish,coffee liqueur,1.01442
black irish,vanilla ice-cream,1
black jack shot,black sambuca liqueur,0.760815
black jack shot,daddy rack tennessee whiskey,0.760815
black magic,red grapes,2.4
black magic,grand marnier or other cognac orange liqueur,0.50721
black magic,brut champagne,1
black diamond,bacardi carta blanca light rum,1.01442
black diamond,de kuyper brown crème de cacao,1.01442
black diamond,espresso coffee,1.01442
black mussel,de kuyper blue curaçao,0.33814
black mussel,giffard noir de bourgogne cassis,0.16907
black mussel,brut champagne,4.05768
black 'n' blue caipirovska,blackberries,1.2
black 'n' blue caipirovska,blueberries,2
black 'n' blue caipirovska,ketel one vodka,2.02884
black 'n' blue caipirovska,lime juice,0.50721
black 'n' blue caipirovska,sugar syrup,0.760815
black nuts,black sambuca liqueur,0.760815
black nuts,hazelnut liqueur,0.760815
black russian,ketel one vodka,2.02884
black russian,coffee liqueur,0.760815
black velvet,stout beer,2.53605
black velvet,brut champagne,2.53605
black widow,giffard fraise des bois,1.01442
black widow,black sambuca liqueur,1.01442
black widow,coconut rum liqueur,1.01442
black widow,milk,0.50721
black widow,single cream / half-and-half,0.50721
blackthorn (english),rutte sloe gin,1.52163
blackthorn (english),rutte dry gin,1.01442
blackthorn (english),martini rosso sweet vermouth,0.760815
blackthorn (english),orange bitters by angostura,0.75
blackthorn (english),chilled water,0.50721
blackthorn (irish),irish whiskey,1.52163
blackthorn (irish),martini rosso sweet vermouth,0.760815
blackthorn (irish),martini extra dry vermouth,0.760815
blackthorn (irish),boker's bitters,0.5
blackthorn (irish),la fée parisienne absinthe,0.75
blimey,ketel one vodka,2.02884
blimey,blackberries,1.4
blimey,lime juice,1.01442
blimey,sugar syrup,0.16907
blimey,giffard noir de bourgogne cassis,0.760815
bling! bling!,raspberries,1.4
bling! bling!,ketel one vodka,0.50721
bling! bling!,lime juice,0.50721
bling! bling!,sugar syrup,0.253605
bling! bling!,brut champagne,0.50721
blinker,straight rye whiskey,1.52163
blinker,grapefruit juice,2.02884
blinker,giffard grenadine syrup,0.50721
blinker,bob's grapefruit bitters,0.25
blood and sand (classic formula),dewar's 12 year old scotch whisky,0.760815
blood and sand (classic formula),cherry heering cherry brandy liqueur,0.760815
blood and sand (classic formula),martini rosso sweet vermouth,0.760815
blood and sand (classic formula),orange juice,0.760815
bloodhound no.2,ketel one vodka,0.84535
bloodhound no.2,italian red bitter liqueur,1.6907
bloodhound no.2,grapefruit juice,2.53605
blood orange cocktail,rutte dry gin,1.52163
blood orange cocktail,italian red bitter liqueur,0.50721
blood orange cocktail,martini extra dry vermouth,0.50721
blood orange cocktail,blood orange juice,1.01442
bloody joseph,dewar's 12 year old scotch whisky,2.02884
bloody joseph,tomato juice,4.05768
bloody joseph,lemon juice,0.50721
bloody joseph,hot pepper sauce,0.5
bloody joseph,worcestershire sauce,1
bloody joseph,horseradish sauce,0.25
bloody joseph,celery salt,0.0334
bloody joseph,black pepper,0.2
bloody maria,patrón reposado tequila,2.02884
bloody maria,tomato juice,4.05768
bloody maria,lemon juice,0.50721
bloody maria,hot pepper sauce,0.5
bloody maria,worcestershire sauce,1
bloody maria,horseradish sauce,0.25
bloody maria,tawny port,0.50721
bloody maria,celery salt,0.0334
bloody maria,black pepper,0.2
bloody maru,sake,4.05768
bloody maru,lemon juice,0.50721
bloody maru,hot pepper sauce,0.5
bloody maru,worcestershire sauce,1
bloody maru,celery salt,0.0334
bloody maru,black pepper,0.2
bloody mary (modern recipe),ketel one vodka,2.02884
bloody mary (modern recipe),tomato juice,4.05768
bloody mary (modern recipe),lemon juice,0.50721
bloody mary (modern recipe),hot pepper sauce,0.5
bloody mary (modern recipe),worcestershire sauce,1
bloody mary (modern recipe),black pepper,0.2
bloody mary (modern recipe),celery salt,0.0167
bloody shame (non-alcoholic),tomato juice,5.0721
bloody shame (non-alcoholic),lemon juice,0.50721
bloody shame (non-alcoholic),hot pepper sauce,0.5
bloody shame (non-alcoholic),worcestershire sauce,1
bloody shame (non-alcoholic),horseradish sauce,0.25
bloody shame (non-alcoholic),celery salt,0.0334
bloody shame (non-alcoholic),black pepper,0.2
blow job,grand marnier or other cognac orange liqueur,0.50721
blow job,giffard banane du brésil liqueur,0.50721
blow job,coffee liqueur,0.50721
blue angel,rémy martin 1738 cognac,0.760815
blue angel,giffard parfait amour liqueur,0.760815
blue angel,de kuyper blue curaçao,0.760815
blue angel,lemon juice,0.760815
blue angel,single cream / half-and-half,0.760815
