Id,Label,Type,Glass,Origin_State,Origin_Country,Interest_Rating,Average_Time,Taste_Profile,CommunityID
quince bitters,quince bitters,Ingredient,,,,,,bitter,6
english sparkling wine,english sparkling wine,Ingredient,,,,,,tart,6
cinnamon powder,cinnamon powder,Ingredient,,,,,,cinnamon,1
pomegranate juice,pomegranate juice,Ingredient,,,,,,sweet,5
rosso/rouge,rosso/rouge,Ingredient,,,,,,bitter,4
soda,soda,Ingredient,,,,,,cola,4
lemongrass stem,lemongrass stem,Ingredient,,,,,,sweet,1
bob's ginger bitters,bob's ginger bitters,Ingredient,,,,,,fiery,3
bepi tosolini grappa di moscato,bepi tosolini grappa di moscato,Ingredient,,,,,,fruity,1
cucumber flavoured vodka,cucumber flavoured vodka,Ingredient,,,,,,fresh,1
kiwi fruit,kiwi fruit,Ingredient,,,,,,sour,1
unsalted butter,unsalted butter,Ingredient,,,,,,salty,1
freshly grated nutmeg,freshly grated nutmeg,Ingredient,,,,,,fresh,1
claret red wine,claret red wine,Ingredient,,,,,,tart,1
jasmine tea,jasmine tea,Ingredient,,,,,,floral,1
white cranberry juice drink,white cranberry juice drink,Ingredient,,,,,,tangy,5
black tea,black tea,Ingredient,,,,,,aromatic,1
double cream / heavy cream,double cream / heavy cream,Ingredient,,,,,,creamy,0
coffee ice-cream,coffee ice-cream,Ingredient,,,,,,coffee,0
monasterium liqueur,monasterium liqueur,Ingredient,,,,,,sweet,1
campari bitter liqueur,campari bitter liqueur,Ingredient,,,,,,bitter,4
sparkling apple juice,sparkling apple juice,Ingredient,,,,,,sweet,1
la vieille prune plum brandy,la vieille prune plum brandy,Ingredient,,,,,,oaky,3
applejack brandy bottled-in-bond,applejack brandy bottled-in-bond,Ingredient,,,,,,tarty,3
crème de noyau liqueur,crème de noyau liqueur,Ingredient,,,,,,nutty,3
white balsamic vinegar,white balsamic vinegar,Ingredient,,,,,,acidic,1
toffee liqueur,toffee liqueur,Ingredient,,,,,,sweet,0
bourgogne aligoté wine white,bourgogne aligoté wine white,Ingredient,,,,,,tart,1
kiwi sugar syrup,kiwi sugar syrup,Ingredient,,,,,,sweet,1
lavender sugar syrup,lavender sugar syrup,Ingredient,,,,,,floral,5
bacardi 8 year old rum,bacardi 8 year old rum,Ingredient,,,,,,old,6
caramel sugar syrup,caramel sugar syrup,Ingredient,,,,,,caramel,3
whiskey barrel aged bitters,whiskey barrel aged bitters,Ingredient,,,,,,whisky,3
green tea liqueur,green tea liqueur,Ingredient,,,,,,sweet,6
liquorice liqueur,liquorice liqueur,Ingredient,,,,,,licorice,1
lemonade,lemonade,Ingredient,,,,,,tangy,1
pear flavoured vodka,pear flavoured vodka,Ingredient,,,,,,fruity,1
lychee juice drink,lychee juice drink,Ingredient,,,,,,fruity,1
fruit cup liqueur,fruit cup liqueur,Ingredient,,,,,,fruity,1
lychee syrup,lychee syrup,Ingredient,,,,,,tarty,1
pineapple rum,pineapple rum,Ingredient,,,,,,pineapple,5
lemon thyme,lemon thyme,Ingredient,,,,,,minty,3
roca patrón silver 100% agave tequila,roca patrón silver 100% agave tequila,Ingredient,,,,,,dry,5
homemade ginger juice syrup,homemade ginger juice syrup,Ingredient,,,,,,gingery,4
saline solution 4:1,saline solution 4:1,Ingredient,,,,,,salty,4
melon,melon,Ingredient,,,,,,sweet,5
patrón añejo tequila,patrón añejo tequila,Ingredient,,,,,,earthy,5
dunkel / dark / black lager,dunkel / dark / black lager,Ingredient,,,,,,malty,7
carbonated/sparkling/selzer mineral water,carbonated/sparkling/selzer mineral water,Ingredient,,,,,,mineral-y,6
slivovitz plum brandy,slivovitz plum brandy,Ingredient,,,,,,vanilla,1
tokaji hungarian wine,tokaji hungarian wine,Ingredient,,,,,,zesty,0
fresh red onion,fresh red onion,Ingredient,,,,,,spicy,7
angostura or other aromatic bitters,angostura or other aromatic bitters,Ingredient,,,,,,citrusy,4
ouzo 12,ouzo 12,Ingredient,,,,,,licorice,4
thomas henry pink grapefruit soda,thomas henry pink grapefruit soda,Ingredient,,,,,,sour,5
yellow bell pepper juice,yellow bell pepper juice,Ingredient,,,,,,tangy,7
barenjager honey liqueur,barenjager honey liqueur,Ingredient,,,,,,tarty,1
pimento dram liqueur,pimento dram liqueur,Ingredient,,,,,,sweet,5
sage leaves,sage leaves,Ingredient,,,,,,sage,4
evaporated milk,evaporated milk,Ingredient,,,,,,milky,5
aromatic tonic water,aromatic tonic water,Ingredient,,,,,,gingery,3
egg white,egg white,Ingredient,,,,,,frothy,4
marinated pineapple wedges,marinated pineapple wedges,Ingredient,,,,,,pineapple,1
pineapple marinade syrup,pineapple marinade syrup,Ingredient,,,,,,pineapple,1
plum,plum,Ingredient,,,,,,sweet,1
algarrobo extract,algarrobo extract,Ingredient,,,,,,malty,1
torres aqua d'or aguardiente,torres aqua d'or aguardiente,Ingredient,,,,,,herby,1
dry white port,dry white port,Ingredient,,,,,,creamy,3
malt vinegar,malt vinegar,Ingredient,,,,,,malty,7
tomato ketchup,tomato ketchup,Ingredient,,,,,,salty,7
demerara / dark muscovado / brown sugar,demerara / dark muscovado / brown sugar,Ingredient,,,,,,coffee,3
vieille de prune eau-de-vie,vieille de prune eau-de-vie,Ingredient,,,,,,fruity,1
prune syrup,prune syrup,Ingredient,,,,,,tangy,3
tangerine / mandarin / clementine,tangerine / mandarin / clementine,Ingredient,,,,,,sweet,4
quince mustard jam,quince mustard jam,Ingredient,,,,,,jammy,1
watermelon,watermelon,Ingredient,,,,,,bitter,5
redcurrants,redcurrants,Ingredient,,,,,,tarty,5
strawberry sugar syrup,strawberry sugar syrup,Ingredient,,,,,,tangy,4
giffard rhubarbe liqueur,giffard rhubarbe liqueur,Ingredient,,,,,,sweet,6
rhubarb & orange preserve,rhubarb & orange preserve,Ingredient,,,,,,tart,5
rhubarb sugar syrup,rhubarb sugar syrup,Ingredient,,,,,,tart,4
bob's liquorice bitters,bob's liquorice bitters,Ingredient,,,,,,oaky,3
hibiscus tea,hibiscus tea,Ingredient,,,,,,fruity,5
kirsch liqueur,kirsch liqueur,Ingredient,,,,,,tangy,4
groseille,groseille,Ingredient,,,,,,floral,3
ginger & lemongrass cordial,ginger & lemongrass cordial,Ingredient,,,,,,gingery,1
akashi-tai shiraume ginjo umeshu,akashi-tai shiraume ginjo umeshu,Ingredient,,,,,,sweet,6
caper brine,caper brine,Ingredient,,,,,,acidic,3
manzanilla sherry,manzanilla sherry,Ingredient,,,,,,sharp,3
rioja crianza red wine,rioja crianza red wine,Ingredient,,,,,,tangy,1
spanish brandy,spanish brandy,Ingredient,,,,,,chocolatey,4
pineau des charentes blanc,pineau des charentes blanc,Ingredient,,,,,,fresh,3
martini riserva speciale ambrato,martini riserva speciale ambrato,Ingredient,,,,,,bitter,6
hibiscus flowers,hibiscus flowers,Ingredient,,,,,,tangy,1
sorrelade,sorrelade,Ingredient,,,,,,tarty,5
vanilla pod,vanilla pod,Ingredient,,,,,,vanilla,3
coriander seeds,coriander seeds,Ingredient,,,,,,floral,5
carrot juice,carrot juice,Ingredient,,,,,,sweet,6
gordon’s distiller’s cut gin,gordon’s distiller’s cut gin,Ingredient,,,,,,fresh,1
giffard sirop de fraises,giffard sirop de fraises,Ingredient,,,,,,sweet,1
balsamic vinegar of modena,balsamic vinegar of modena,Ingredient,,,,,,sweet,6
apple sugar syrup,apple sugar syrup,Ingredient,,,,,,tarty,1
pomegranate seeds,pomegranate seeds,Ingredient,,,,,,tarty,6
heather honey,heather honey,Ingredient,,,,,,hot,6
midori melon liqueur,midori melon liqueur,Ingredient,,,,,,sweet,4
lillet rosé,lillet rosé,Ingredient,,,,,,fresh,6
feijoa flavoured vodka,feijoa flavoured vodka,Ingredient,,,,,,tangy,1
'simple' sugar syrup,'simple' sugar syrup,Ingredient,,,,,,sweet,4
fresh tarragon,fresh tarragon,Ingredient,,,,,,fresh,5
clement sirop de canne,clement sirop de canne,Ingredient,,,,,,sweet,5
woods rum,woods rum,Ingredient,,,,,,sweet,5
pineapple flavoured vodka,pineapple flavoured vodka,Ingredient,,,,,,pineapple,5
mascarpone cheese,mascarpone cheese,Ingredient,,,,,,sweet,0
energy drink,energy drink,Ingredient,,,,,,sweet,4
smooth peanut butter,smooth peanut butter,Ingredient,,,,,,nutty,1
sour pineapple liqueur,sour pineapple liqueur,Ingredient,,,,,,sweet,1
wiśniówka polish cherry vodka liqueur,wiśniówka polish cherry vodka liqueur,Ingredient,,,,,,honey,3
de kuyper watermelon liqueur,de kuyper watermelon liqueur,Ingredient,,,,,,watery,5
watermelon sugar syrup,watermelon sugar syrup,Ingredient,,,,,,watery,5
lime shell,lime shell,Ingredient,,,,,,bitter,5
stolichnaya premium,stolichnaya premium,Ingredient,,,,,,malty,1
cointreau triple sec liqueur,cointreau triple sec liqueur,Ingredient,,,,,,bitter,4
licor beirão,licor beirão,Ingredient,,,,,,herby,1
gewurztraminer white wine,gewurztraminer white wine,Ingredient,,,,,,tart,1
marsala superiore doc secco wine,marsala superiore doc secco wine,Ingredient,,,,,,dry,0
fruit juice,fruit juice,Ingredient,,,,,,fruity,1
"ginger ale, soda, tonic water or other carbonated mixer","ginger ale, soda, tonic water or other carbonated mixer",Ingredient,,,,,,gingery,4
fruit juice or water,fruit juice or water,Ingredient,,,,,,fruity,1
gooseberry & mint cordial,gooseberry & mint cordial,Ingredient,,,,,,tangy,1
green hot pepper sauce,green hot pepper sauce,Ingredient,,,,,,hot,5
bittersweet orange-red aperitivo,bittersweet orange-red aperitivo,Ingredient,,,,,,luscious,1
honey sugar syrup,honey sugar syrup,Ingredient,,,,,,honey,5
antica formula or other well aged sweet vermouth,antica formula or other well aged sweet vermouth,Ingredient,,,,,,vanilla,3
liquore strega,liquore strega,Ingredient,,,,,,herby,3
canadian rye whisky,canadian rye whisky,Ingredient,,,,,,malty,3
orange blossom honey,orange blossom honey,Ingredient,,,,,,zesty,4
kina aromatised wine,kina aromatised wine,Ingredient,,,,,,aromatic,4
green tea,green tea,Ingredient,,,,,,grassy,3
guava juice,guava juice,Ingredient,,,,,,tangy,5
sweetcorn,sweetcorn,Ingredient,,,,,,milky,1
pinot grigio white wine,pinot grigio white wine,Ingredient,,,,,,tart,1
yellow bell pepper,yellow bell pepper,Ingredient,,,,,,sweet,7
ambre/amber vermouth,ambre/amber vermouth,Ingredient,,,,,,herby,3
sauternes dessert wine,sauternes dessert wine,Ingredient,,,,,,honey,1
ruby red grapefruit,ruby red grapefruit,Ingredient,,,,,,sweet,4
maker's mark bourbon,maker's mark bourbon,Ingredient,,,,,,earthy,4
crème de pêche,crème de pêche,Ingredient,,,,,,fruity,4
olive brine,olive brine,Ingredient,,,,,,sour,4
xocolatl mole bitters,xocolatl mole bitters,Ingredient,,,,,,sweet,3
kumquats,kumquats,Ingredient,,,,,,citrusy,1
merlot red wine,merlot red wine,Ingredient,,,,,,plummy,1
figs,figs,Ingredient,,,,,,sticky,1
orange peel,orange peel,Ingredient,,,,,,zesty,4
poire william liqueur,poire william liqueur,Ingredient,,,,,,syrupy,3
montenegro amaro,montenegro amaro,Ingredient,,,,,,sweet,4
red jalapeño/fresno chili,red jalapeño/fresno chili,Ingredient,,,,,,spicy,5
bob's peppermint bitters,bob's peppermint bitters,Ingredient,,,,,,minty,3
hibiscus flower in syrup,hibiscus flower in syrup,Ingredient,,,,,,syrupy,1
hibiscus sugar syrup,hibiscus sugar syrup,Ingredient,,,,,,sweet,4
alchermes,alchermes,Ingredient,,,,,,herby,3
passion fruit juice,passion fruit juice,Ingredient,,,,,,fruity,5
cream sherry,cream sherry,Ingredient,,,,,,creamy,1
ruby port,ruby port,Ingredient,,,,,,sweet,4
chardonnay,chardonnay,Ingredient,,,,,,tarty,3
tiki bitters,tiki bitters,Ingredient,,,,,,cinnamon,5
kaffir lime flavoured vodka,kaffir lime flavoured vodka,Ingredient,,,,,,fresh,5
amer picon,amer picon,Ingredient,,,,,,bitter,3
red bell pepper,red bell pepper,Ingredient,,,,,,sweet,5
pear purée,pear purée,Ingredient,,,,,,sweet,0
bigallet genepi grand tetras,bigallet genepi grand tetras,Ingredient,,,,,,aromatic,6
del maguey vida mezcal,del maguey vida mezcal,Ingredient,,,,,,peppery,5
mincemeat,mincemeat,Ingredient,,,,,,savory,0
fennel seeds,fennel seeds,Ingredient,,,,,,old,0
cinzano orancio vermouth,cinzano orancio vermouth,Ingredient,,,,,,herby,1
manzoni rosa extra dry spumante,manzoni rosa extra dry spumante,Ingredient,,,,,,floral,3
shochu,shochu,Ingredient,,,,,,fruity,5
white truffle honey,white truffle honey,Ingredient,,,,,,sweet,3
japanese blended whisky,japanese blended whisky,Ingredient,,,,,,whiskey,3
damson jam,damson jam,Ingredient,,,,,,jammy,1
highland single malt scotch whisky,highland single malt scotch whisky,Ingredient,,,,,,malty,6
british bitter ale,british bitter ale,Ingredient,,,,,,bitter,3
cherry tomato,cherry tomato,Ingredient,,,,,,tangy,1
grapefruit preserve,grapefruit preserve,Ingredient,,,,,,tarty,5
palo cortado sherry,palo cortado sherry,Ingredient,,,,,,dry,6
fresh dill,fresh dill,Ingredient,,,,,,fresh,6
pink peppercorns,pink peppercorns,Ingredient,,,,,,sweet,1
bottlegreen cox's apple and plum cordial,bottlegreen cox's apple and plum cordial,Ingredient,,,,,,juicy,5
old-fashioned / old time bitters,old-fashioned / old time bitters,Ingredient,,,,,,bitter,5
beef bouillon,beef bouillon,Ingredient,,,,,,savory,7
armagnac brandy,armagnac brandy,Ingredient,,,,,,chocolatey,3
chocolate ice-cream,chocolate ice-cream,Ingredient,,,,,,chocolatey,0
nardini amaro,nardini amaro,Ingredient,,,,,,old,5
lemon bitters,lemon bitters,Ingredient,,,,,,fresh,3
chai tea,chai tea,Ingredient,,,,,,earthy,0
bacardi spiced,bacardi spiced,Ingredient,,,,,,earthy,0
rye whiskey,rye whiskey,Ingredient,,,,,,malty,4
bob's chocolate bitters,bob's chocolate bitters,Ingredient,,,,,,chocolatey,3
wormwood bitters,wormwood bitters,Ingredient,,,,,,bitter,1
honey flavoured vodka,honey flavoured vodka,Ingredient,,,,,,honey,5
black strap molasses,black strap molasses,Ingredient,,,,,,salty,5
crème yvette liqueur,crème yvette liqueur,Ingredient,,,,,,syrupy,3
raspberry jam,raspberry jam,Ingredient,,,,,,tangy,4
ramazzotti amaro,ramazzotti amaro,Ingredient,,,,,,bitter,6
averna amaro,averna amaro,Ingredient,,,,,,bitter,3
mozart chocolate vodka,mozart chocolate vodka,Ingredient,,,,,,chocolatey,3
galander fine mustard liqueur,galander fine mustard liqueur,Ingredient,,,,,,bitter,3
celery bitters,celery bitters,Ingredient,,,,,,earthy,6
rittenhouse straight rye,rittenhouse straight rye,Ingredient,,,,,,buttery,4
carpano antica formula vermouth,carpano antica formula vermouth,Ingredient,,,,,,herby,4
pickled cucumber/gherkin brine/vinegar,pickled cucumber/gherkin brine/vinegar,Ingredient,,,,,,acidic,6
agave sec liqueur,agave sec liqueur,Ingredient,,,,,,silky,5
bob's lavender bitters,bob's lavender bitters,Ingredient,,,,,,lavender,5
oolong tea,oolong tea,Ingredient,,,,,,earthy,1
crème de figue,crème de figue,Ingredient,,,,,,syrupy,3
erdinger weisbier,erdinger weisbier,Ingredient,,,,,,fruity,1
kaffir lime,kaffir lime,Ingredient,,,,,,tangy,1
calamansi juice,calamansi juice,Ingredient,,,,,,tarty,6
elderflower cordial,elderflower cordial,Ingredient,,,,,,savory,1
wkd original blue,wkd original blue,Ingredient,,,,,,tangy,4
italian brandy,italian brandy,Ingredient,,,,,,brandy,4
lychee rose tea,lychee rose tea,Ingredient,,,,,,tarty,3
mulberry jam,mulberry jam,Ingredient,,,,,,tangy,1
elderflower pressé,elderflower pressé,Ingredient,,,,,,floral,1
peroni lager,peroni lager,Ingredient,,,,,,floral,3
riesling wine,riesling wine,Ingredient,,,,,,tarty,6
martinique v.s.o.p rum,martinique v.s.o.p rum,Ingredient,,,,,,caramel,3
byrrh grand quinquina,byrrh grand quinquina,Ingredient,,,,,,malty,3
yoghurt liqueur,yoghurt liqueur,Ingredient,,,,,,creamy,1
cumin seeds,cumin seeds,Ingredient,,,,,,bitter,1
cartron no. 7 liqueur,cartron no. 7 liqueur,Ingredient,,,,,,fruity,1
picon biere,picon biere,Ingredient,,,,,,bitter,1
bigallet thym,bigallet thym,Ingredient,,,,,,herby,5
maple bitters,maple bitters,Ingredient,,,,,,cinnamon,3
muscat,muscat,Ingredient,,,,,,syrupy,3
homemade paste,homemade paste,Ingredient,,,,,,bitter,5
lapsang souchong sugar syrup,lapsang souchong sugar syrup,Ingredient,,,,,,sweet,3
island single malt scotch whisky,island single malt scotch whisky,Ingredient,,,,,,smokey,3
rutte celery dry gin,rutte celery dry gin,Ingredient,,,,,,fresh,6
white wine vinegar,white wine vinegar,Ingredient,,,,,,tart,6
celery saccharum,celery saccharum,Ingredient,,,,,,earthy,6
saffron syrup,saffron syrup,Ingredient,,,,,,syrupy,1
wasabi leaf,wasabi leaf,Ingredient,,,,,,spicy,1
sercial,sercial,Ingredient,,,,,,nutty,3
belgium dubbel abbey ale,belgium dubbel abbey ale,Ingredient,,,,,,fruity,3
single malt welsh whisky,single malt welsh whisky,Ingredient,,,,,,malty,3
rhubarb bitters,rhubarb bitters,Ingredient,,,,,,tart,3
antica ricetta barolo chinato,antica ricetta barolo chinato,Ingredient,,,,,,velvety,3
pimento bitters,pimento bitters,Ingredient,,,,,,bitter,3
nardini rosso,nardini rosso,Ingredient,,,,,,soft,1
rabarbaro liqueur,rabarbaro liqueur,Ingredient,,,,,,earthy,3
pecan liqueur,pecan liqueur,Ingredient,,,,,,nutty,3
suze gentian liqueur,suze gentian liqueur,Ingredient,,,,,,bitter,3
celery stick,celery stick,Ingredient,,,,,,herby,6
harveys porter 1859,harveys porter 1859,Ingredient,,,,,,beer,3
beavertown smog rocket smoked porter,beavertown smog rocket smoked porter,Ingredient,,,,,,sweet,0
white zinfandel rosé wine,white zinfandel rosé wine,Ingredient,,,,,,zingy,5
blood orange liqueur,blood orange liqueur,Ingredient,,,,,,zesty,6
rosé champagne,rosé champagne,Ingredient,,,,,,savory,1
redcurrant jelly,redcurrant jelly,Ingredient,,,,,,sweet,4
tangerine / mandarin / clementine juice,tangerine / mandarin / clementine juice,Ingredient,,,,,,tangy,4
strawberry puree,strawberry puree,Ingredient,,,,,,tangy,1
mr black coffee liqueur,mr black coffee liqueur,Ingredient,,,,,,coffee,4
cocoa bitters,cocoa bitters,Ingredient,,,,,,spicy,0
soave wine,soave wine,Ingredient,,,,,,fruity,1
anise / aniseed syrup,anise / aniseed syrup,Ingredient,,,,,,sweet,1
akvavit / aquavit,akvavit / aquavit,Ingredient,,,,,,spicy,4
la fee absinthe blanche,la fee absinthe blanche,Ingredient,,,,,,licorice,1
jade perique la veritable liqueur de tabac,jade perique la veritable liqueur de tabac,Ingredient,,,,,,sweet,6
gingerbread sugar syrup,gingerbread sugar syrup,Ingredient,,,,,,gingery,0
lowland single malt scotch whisky,lowland single malt scotch whisky,Ingredient,,,,,,grassy,7
blackcurrant juice,blackcurrant juice,Ingredient,,,,,,sweet,1
roasted hazelnut sugar syrup,roasted hazelnut sugar syrup,Ingredient,,,,,,nutty,0
skinos mastiha,skinos mastiha,Ingredient,,,,,,bubbly,1
ginseng aperitif,ginseng aperitif,Ingredient,,,,,,resinous,3
beetroot juice,beetroot juice,Ingredient,,,,,,juicy,5
prairie organic gin 2013,prairie organic gin 2013,Ingredient,,,,,,floral,4
amargo chuncho bitters,amargo chuncho bitters,Ingredient,,,,,,cinnamon,3
bob's coriander bitters,bob's coriander bitters,Ingredient,,,,,,coriander,3
clove & quince syrup,clove & quince syrup,Ingredient,,,,,,syrupy,3
orinoco bitters,orinoco bitters,Ingredient,,,,,,spicy,3
grapefruit sugar syrup,grapefruit sugar syrup,Ingredient,,,,,,tarty,5
giffard pamplemousse liqueur,giffard pamplemousse liqueur,Ingredient,,,,,,aromatic,5
india pale ale,india pale ale,Ingredient,,,,,,bitter,6
americano bianco,americano bianco,Ingredient,,,,,,zesty,3
monin white chocolate syrup,monin white chocolate syrup,Ingredient,,,,,,chocolatey,1
zoco pacharan navarro,zoco pacharan navarro,Ingredient,,,,,,syrupy,5
birch water,birch water,Ingredient,,,,,,sweet,1
giffard piment d'espelette chile liqueur,giffard piment d'espelette chile liqueur,Ingredient,,,,,,dry,3
bán poitín,bán poitín,Ingredient,,,,,,sour,4
rosemary sugar syrup,rosemary sugar syrup,Ingredient,,,,,,floral,4
orange sherbet,orange sherbet,Ingredient,,,,,,zesty,1
spinach leaves,spinach leaves,Ingredient,,,,,,earthy,6
amaro nonino quintessentia,amaro nonino quintessentia,Ingredient,,,,,,hoppy,3
mead,mead,Ingredient,,,,,,sweet,1
pine liqueur,pine liqueur,Ingredient,,,,,,viscous,1
black walnut bitters,black walnut bitters,Ingredient,,,,,,nutty,3
moscatel,moscatel,Ingredient,,,,,,floral,3
absinthe vermouth,absinthe vermouth,Ingredient,,,,,,herby,1
banana tea,banana tea,Ingredient,,,,,,tangy,0
plum bitters,plum bitters,Ingredient,,,,,,plummy,6
izarra green,izarra green,Ingredient,,,,,,peppery,1
bigallet china china amer,bigallet china china amer,Ingredient,,,,,,bitter,4
